iter	RMSE
581	0.9989929215
582	0.9927912906
583	0.9887834499
584	0.9825186935
585	0.9764784981
586	0.9726697629
587	0.9663967797
588	0.9626767472
589	0.9568349299
590	0.9501650374
591	0.9436668946
592	0.9373364497
593	0.9309184743
594	0.9236457459
595	0.9165278148
596	0.9107105388
597	0.9036978459
598	0.9002363963
599	0.8968532186
600	0.8917929554
601	0.886511655
602	0.8810322945
603	0.8777703933
604	0.872200464
605	0.8654074706
606	0.8610365262
607	0.8556243417
608	0.8490642942
609	0.8426701981
610	0.8364229207
611	0.8304789369
612	0.8252500751
613	0.8201266619
614	0.8151066991
615	0.8105011921
616	0.8064283386
617	0.8021120482
618	0.7964315544
619	0.7915101106
620	0.7867304593
621	0.7819537954
622	0.7773180606
623	0.7739304642
624	0.7692957526
625	0.7659883408
626	0.762758013
627	0.759377524
628	0.7558330024
629	0.7523632504
630	0.7478516311
631	0.7428146459
632	0.7396792887
633	0.7364381516
634	0.7313951204
635	0.7283673507
636	0.722959516
637	0.7176572619
638	0.7124543763
639	0.7092262287
640	0.704159195
641	0.6994722301
642	0.6964408637
643	0.6915801919
644	0.6870350044
645	0.6835956214
646	0.6802165901
647	0.6768968981
648	0.6723371156
649	0.6690964924
650	0.6659128055
651	0.6610858969
652	0.6576033074
653	0.6528968697
654	0.6493514726
655	0.6462832602
656	0.6418472291
657	0.6376674303
658	0.6332682277
659	0.6298262641
660	0.6254078386
661	0.6210742217
662	0.6174037298
663	0.6131162817
664	0.6095405828
665	0.6054343716
666	0.6014404814
667	0.5972964723
668	0.5934070816
669	0.589480362
670	0.5871371907
671	0.5833328419
672	0.5810532741
673	0.5772812249
674	0.5736154109
675	0.5708255393
676	0.5680834221
677	0.5641635242
678	0.5607257967
679	0.5570032629
680	0.5541745612
681	0.5503818669
682	0.5482747685
683	0.5448346357
684	0.5416011621
685	0.5390166569
686	0.5357967938
687	0.5324676193
688	0.5291317908
689	0.5260161795
690	0.5221544212
691	0.5188110025
692	0.5162485002
693	0.5143102301
694	0.5111086017
695	0.5080612932
696	0.5051478803
697	0.5020135215
698	0.4986994032
699	0.4960078269
700	0.4929698346
701	0.4905806453
702	0.4873874107
703	0.4844859223
704	0.4826800167
705	0.4797894775
706	0.4769868007
707	0.4743017185
708	0.4710665787
709	0.4683205569
710	0.4651786289
711	0.4617339178
712	0.4586681958
713	0.4562480047
714	0.4547429585
715	0.4519746326
716	0.4491011634
717	0.446171512
718	0.4435415249
719	0.4409680594
720	0.4381399023
721	0.4356880953
722	0.4328638764
723	0.430296171
724	0.4275095986
725	0.4250821713
726	0.4226978958
727	0.4204322273
728	0.418024849
729	0.4156656817
730	0.4133633374
731	0.4109249273
732	0.4085239954
733	0.4059455536
734	0.4037200628
735	0.4013448602
736	0.3990594637
737	0.3970602405
738	0.394608049
739	0.3929036995
740	0.3909167608
741	0.3887657452
742	0.3865823079
743	0.3841058241
744	0.3818877573
745	0.3794890739
746	0.3778667593
747	0.3756876114
748	0.3733837444
749	0.371051301
750	0.3687658517
751	0.3672036324
752	0.3649640656
753	0.3627695623
754	0.3612453534
755	0.3590947327
756	0.3573336315
757	0.3558482557
758	0.353995466
759	0.3519319897
760	0.3502281304
761	0.3491420018
762	0.3480797356
763	0.3454511979
764	0.3437846406
765	0.3420330636
766	0.340401321
767	0.3393770818
768	0.3368264883
769	0.3352310339
770	0.3342340413
771	0.3317355204
772	0.3301754906
773	0.3292050129
774	0.3267574324
775	0.3252319858
776	0.324287311
777	0.3218895647
778	0.3203978814
779	0.3195413208
780	0.3179550687
781	0.3163425749
782	0.3140173764
783	0.3124627888
784	0.310260011
785	0.3087420455
786	0.3069969552
787	0.3048677674
788	0.3029781411
789	0.3012852173
790	0.2994356106
791	0.2976970295
792	0.2960463161
793	0.2940228514
794	0.2926165053
795	0.2909911353
796	0.2904424979
797	0.2888487975
798	0.2883203713
799	0.2867577027
800	0.2862486105
801	0.2847163493
802	0.2842257526
803	0.2827232875
804	0.2808132613
805	0.2802348893
806	0.2786190686
807	0.2781478902
808	0.2766645969
809	0.2752383073
810	0.2736387522
811	0.2722063054
812	0.2704099231
813	0.269949803
814	0.2684545512
815	0.2680471785
816	0.2666650747
817	0.2654475912
818	0.2639169837
819	0.2634743915
820	0.2622083433
821	0.2607647991
822	0.2603370754
823	0.2590961373
824	0.2574093196
825	0.2560041122
826	0.2555878304
827	0.2541322894
828	0.2537513511
829	0.2524884667
830	0.2508630235
831	0.2504628249
832	0.2490481252
833	0.2477905242
834	0.2465246639
835	0.2461589484
836	0.2449500271
837	0.2433925937
838	0.2430091643
839	0.2417814781
840	0.2414273049
841	0.24023700484842	0.23917531684843	0.23813249845844	0.23702276846845	0.23576207847846	0.23539252848847	0.23425251849848	0.23305680850	0.3870552974
851850	0.23157567852851	0.23041347
852	0.2292650982
853	0.22821364
854	0.227085345
855	0.2262896975
856	0.2259447101
857	0.224863111
858	0.2235018658
859	0.222734011
860	0.2216791875
861862	0.37277903862863	0.37056756863864	0.37020562864865	0.369848865	0866	0.3680269706
867	0.3655134759
868	0.3637413354
869	0.3633881139
870	0.3617441638
871	0.3602353852
872	0.3586174682
873	0.3567112089
874	0.356364016
875	0.3544701743
876	0.3526161102
877	0.3506207897
878	0.3502794833
879	0.3483114087
880	0.3479744853
881	0.3461343175
882	0.3458011913
883	0.3438772534
884	0.3435483842
885	0.341747999
886	0.3400031048
887	0.3396776773
888	0.337963645
889	0.3356797138
890	0.334283823
891	0.3325366766
892	0.3305778682
893	0.3290344304
894	0.3273378802
895	0.3254276041
896	0.3239437507
897	0.3236325793
898	0.321726887
899	0.3198684854
900	0.318255034
901	0.316428819
902	0.3161251175
903	0.3158253088
904	0.3140256085
905	0.3137307084
906	0.3120191159
907	0.3104675646
908	0.3101766783
909	0.3088156032
910	0.3070379544
911	0.305387985
912	0.3051017286
913	0.3034728168
914	0.3031889689
915	0.3029087623
916	0.3012719252
917	0.2998034515
918	0.2977730445
919	0.2961827125
920	0.2946316476
921	0.2926618152
922	0.2912294121
923	0.2897184709
924	0.2884767988
925	0.2868544413
926	0.2853857293
927	0.283789527
928	0.2822152187
929	0.2809337248
930	0.2793830764
931	0.2778537338
932	0.2775923293
933	0.2760337646
934	0.2757766883
935	0.2744395504
936	0.2729719037
937	0.2727180412
938	0.2714117005
939	0.2696075076
940	0.2681734046
941	0.2669617847
942	0.2656956162
943	0.2639534582
944	0.2625561856
945	0.2609043737
946	0.2592119875
947	0.2576017042
948	0.2559706572
949	0.2544022255
950	0.2527596356
951	0.2512308248
952	0.24962651
953	0.2481838681
954	0.2466121311
955	0.245364623
956	0.2439182511
957	0.2423989553
958	0.2408745546
959	0.239501927
960	0.2381717137
961	0.2367040741
962	0.2351036162
963	0.2335331835
964	0.2323665191
965	0.2312015572
966	0.2297482038
967	0.2286134627
968	0.227352074
969	0.2259346783
970	0.2248370741
971	0.223614488
972	0.2218615394
973	0.2204825419
974	0.2195294662
975	0.2184863354
976	0.2171408125
977	0.2155200735
978	0.2143646845
979	0.213447032
980	0.2119913887
981	0.2107244705
982	0.209821221
983	0.2089425041
984	0.2080876768
985	0.2075889351
986	0.2059764529
987	0.2054781916
988	0.2039019303
989	0.2037339277
990	0.2021698846
991	0.2015463165
992	0.2010619016
993	0.1995448765
994	0.1993820941
995	0.1987564577
996	0.1985951573
997	0.1970967811
998	0.1964834469
999	0.1958794541
2
999	0.1688316093
